1592,1775996383702,sheep,0.763,"[58,69,170,168]"
1605,1775996384235,sheep,0.811,"[56,40,164,164]"
1624,1775996385032,dog,0.743,"[57,34,151,166]"
1629,1775996385231,dog,0.630,"[57,34,156,166]"
1632,1775996385356,dog,0.706,"[57,34,151,166]"
1699,1775996388147,dog,0.713,"[63,33,159,166]"
1702,1775996388276,dog,0.645,"[63,32,159,165]"
1711,1775996388643,sheep,0.819,"[65,34,161,167]"
1722,1775996389112,sheep,0.871,"[65,33,161,167]"
1738,1775996389788,sheep,0.701,"[67,43,161,166]"
1754,1775996390443,sheep,0.740,"[66,42,162,166]"
1770,1775996391103,dog,0.730,"[66,39,153,167]"
1778,1775996391449,dog,0.812,"[66,39,155,167]"
1784,1775996391693,dog,0.850,"[70,39,161,167]"
1871,1775996395314,kite,0.559,"[201,86,231,102]"
1920,1775996397353,person,0.681,"[0,3,145,174]"
1927,1775996397647,person,0.619,"[0,2,145,173]"
1930,1775996397783,person,0.574,"[0,2,145,173]"
1945,1775996398401,bird,0.513,"[156,85,192,119]"
1984,1775996400026,apple,0.703,"[0,0,41,62]"
1988,1775996400190,apple,0.618,"[0,0,41,62]"
1993,1775996400394,apple,0.678,"[0,0,41,62]"
1998,1775996400604,sheep,0.563,"[156,48,304,178]"
2025,1775996401730,person,0.771,"[85,24,276,178]"
2058,1775996403103,dog,0.842,"[74,29,264,178]"
2067,1775996403482,sheep,0.766,"[75,42,265,178]"
2073,1775996403730,sheep,0.850,"[76,41,267,178]"
2084,1775996404190,person,0.586,"[75,27,271,178]"
2091,1775996404500,cow,0.607,"[79,12,262,178]"
2116,1775996405524,bird,0.825,"[48,37,108,89]"
2136,1775996406357,bird,0.617,"[36,29,100,82]"
2147,1775996406818,dog,0.645,"[70,21,270,178]"
2161,1775996407398,bird,0.780,"[15,24,80,78]"
2176,1775996408018,dog,0.817,"[67,3,278,178]"
2188,1775996408554,dog,0.938,"[38,43,261,178]"
2190,1775996408602,dog,0.660,"[9,51,248,178]"
2194,1775996408773,person,0.869,"[0,28,192,177]"
2231,1775996410312,teddy bear,0.828,"[126,0,213,125]"
2265,1775996411730,person,0.610,"[282,103,319,154]"
2265,1775996411730,bird,0.604,"[68,27,140,122]"
2283,1775996412495,horse,0.711,"[222,7,319,162]"
2290,1775996412792,horse,0.666,"[226,18,319,163]"
2297,1775996413060,horse,0.761,"[198,17,319,163]"
2297,1775996413060,elephant,0.759,"[63,68,112,124]"
2305,1775996413393,horse,0.710,"[190,18,319,164]"
2315,1775996413811,horse,0.606,"[192,23,319,164]"
2320,1775996414021,horse,0.867,"[193,24,319,165]"
2320,1775996414021,person,0.517,"[252,1,319,116]"
2328,1775996414369,horse,0.894,"[193,24,319,165]"
2331,1775996414485,dog,0.611,"[145,47,237,159]"
2340,1775996414855,dog,0.651,"[146,47,237,159]"
2343,1775996414985,cat,0.518,"[0,80,88,170]"
2350,1775996415268,cow,0.602,"[149,49,240,160]"
2363,1775996415815,cow,0.583,"[154,52,247,162]"
2363,1775996415815,dog,0.544,"[15,61,140,176]"
2390,1775996416937,dog,0.616,"[0,40,129,178]"
2402,1775996417454,bird,0.609,"[174,60,320,178]"
2424,1775996418351,bird,0.735,"[103,60,262,178]"
2434,1775996418776,horse,0.845,"[138,57,249,178]"
2442,1775996419106,horse,0.556,"[146,54,245,178]"
2446,1775996419274,bird,0.736,"[141,56,239,178]"
2451,1775996419496,sheep,0.813,"[100,51,244,178]"
2460,1775996419866,sheep,0.771,"[96,60,265,178]"
2498,1775996421437,cat,0.590,"[166,9,319,136]"
2520,1775996422353,dog,0.575,"[171,3,320,128]"
2541,1775996423227,dog,0.527,"[187,6,267,85]"
2545,1775996423396,cow,0.694,"[63,60,252,178]"
2557,1775996423923,cow,0.798,"[65,63,253,178]"
2566,1775996424282,cow,0.668,"[58,34,256,178]"
2566,1775996424282,dog,0.571,"[58,36,253,178]"
